Athletes_Name,NOC,Game_Discipline,Rank,Gold,Silver,Bronze,Total_Medal,Rank by Total,Female,Male,Ratio,Total_Participants,Country_Name,Couch_Name,START (PDT),END (PDT)
CAPOGROSSO Nicolas,Argentina,Beach Volleyball,72.0,0.0,1.0,2.0,3.0,60.0,48,48,1.0,96,Azaad/Capogrosso,,2021-07-22 01:30:00,2021-07-22 06:30:00
CAPOGROSSO Nicolas,Argentina,Beach Volleyball,72.0,0.0,1.0,2.0,3.0,60.0,48,48,1.0,96,Gallay/Pereyra,,2021-07-22 16:30:00,2021-07-22 20:10:00
CAPORASO Teodorico,Italy,Athletics,10.0,10.0,10.0,20.0,40.0,7.0,969,1072,1.106295149638803,2041,Italy,,2021-07-22 17:00:00,2021-07-22 19:00:00
CARAMBULA RAURICH Adrian Ignacio,Italy,Beach Volleyball,10.0,10.0,10.0,20.0,40.0,7.0,48,48,1.0,96,Nicolai/Lupo,,2021-07-22 21:00:00,2021-07-22 23:00:00
CARAMBULA RAURICH Adrian Ignacio,Italy,Beach Volleyball,10.0,10.0,10.0,20.0,40.0,7.0,48,48,1.0,96,Carambula/Rossi,,2021-07-23 04:00:00,2021-07-23 07:00:00
CARAMBULA RAURICH Adrian Ignacio,Italy,Beach Volleyball,10.0,10.0,10.0,20.0,40.0,7.0,48,48,1.0,96,Menegatti/Orsi Toth,,2021-07-23 16:30:00,2021-07-23 20:30:00
CARAMIGNOLI Martina Rita,Italy,Swimming,10.0,10.0,10.0,20.0,40.0,7.0,361,418,1.1578947368421053,779,Italy,,2021-07-23 16:30:00,2021-07-24 00:30:00
CARAPAZ Richard,Ecuador,Cycling Road,38.0,2.0,1.0,0.0,3.0,60.0,70,131,1.8714285714285714,201,,,2021-07-23 17:00:00,2021-07-23 22:30:00
CARBALLES BAENA Roberto,Spain,Tennis,22.0,3.0,8.0,6.0,17.0,17.0,94,97,1.0319148936170213,191,,,2021-07-23 17:00:00,2021-07-23 20:50:00
CARBONELL BALLESTERO Ona,Spain,Artistic Swimming,22.0,3.0,8.0,6.0,17.0,17.0,105,0,0.0,105,Spain,VEGA HERRERO Anna,2021-07-23 17:00:00,2021-07-24 00:20:00
CARD Devon,South Africa,Water Polo,52.0,1.0,2.0,0.0,3.0,60.0,122,146,1.1967213114754098,268,South Africa,MENTOOR Delaine,2021-07-23 17:00:00,2021-07-23 20:30:00
CARD Kelsey,United States of America,Athletics,1.0,39.0,41.0,33.0,113.0,1.0,969,1072,1.106295149638803,2041,United States,,2021-07-23 17:00:00,2021-07-23 20:45:00
CARDA Ally,United States of America,Baseball/Softball,1.0,39.0,41.0,33.0,113.0,1.0,90,144,1.6,234,United States,WEINSTEIN Jerry,2021-07-23 17:00:00,2021-07-23 20:50:00
CARDENAS ESTRADA Jorge Adan,Mexico,Weightlifting,84.0,0.0,0.0,4.0,4.0,47.0,98,99,1.010204081632653,197,,,2021-07-23 17:30:00,2021-07-23 20:05:00
CARDONA MENDEZ Joan,Spain,Sailing,22.0,3.0,8.0,6.0,17.0,17.0,175,175,1.0,350,,,2021-07-23 17:30:00,2021-07-23 21:15:00
CARDOSO Adriana,Brazil,Handball,12.0,7.0,6.0,8.0,21.0,12.0,168,168,1.0,336,Brazil,DUENAS de GALARZA Jorge,2021-07-23 17:50:00,2021-07-23 20:00:00
CARDOZO ROJAS Irismar del Valle,Venezuela,Boxing,46.0,1.0,3.0,0.0,4.0,47.0,102,187,1.8333333333333333,289,,,2021-07-23 18:00:00,2021-07-23 20:30:00
CAREY Jade,United States of America,Artistic Gymnastics,1.0,39.0,41.0,33.0,113.0,1.0,98,98,1.0,196,United States,,2021-07-23 18:00:00,2021-07-24 00:30:00
CAREY Michelle,Ireland,Hockey,39.0,2.0,0.0,2.0,4.0,47.0,192,192,1.0,384,Ireland,GRAINGER Adam,2021-07-23 18:00:00,2021-07-23 21:45:00
CARGNIN Daniel,Brazil,Judo,12.0,7.0,6.0,8.0,21.0,12.0,192,201,1.046875,393,,,2021-07-23 18:00:00,2021-07-24 01:00:00
CARINI Giacomo,Italy,Swimming,10.0,10.0,10.0,20.0,40.0,7.0,361,418,1.1578947368421053,779,Italy,,2021-07-23 18:15:00,2021-07-23 20:25:00
CARIOLOU Andreas,Cyprus,Sailing,,,,,,,175,175,1.0,350,,,2021-07-23 19:00:00,2021-07-23 22:30:00
CARLE Gabrielle,Canada,Football,11.0,7.0,6.0,11.0,24.0,11.0,264,344,1.303030303030303,608,Canada,PRIESTMAN Bev,2021-07-23 19:00:00,2021-07-24 02:15:00
CARLETON Bridget,Canada,Basketball,11.0,7.0,6.0,11.0,24.0,11.0,144,144,1.0,288,Canada,THOMAIDIS Lisa,2021-07-23 19:00:00,2021-07-23 22:30:00
CARLI Sarah,Australia,Athletics,6.0,17.0,7.0,22.0,46.0,6.0,969,1072,1.106295149638803,2041,Australia,,2021-07-23 19:00:00,2021-07-24 04:00:00
CARLILE Thomas,France,Equestrian,8.0,10.0,12.0,11.0,33.0,10.0,73,125,1.7123287671232876,198,,,2021-07-23 19:00:00,2021-07-24 04:00:00
CARLIN Jack,Great Britain,Cycling Track,4.0,22.0,21.0,22.0,65.0,4.0,90,99,1.1,189,Great Britain,,2021-07-23 19:00:00,2021-07-24 04:00:00
CARLOS Azenaide,Angola,Handball,,,,,,,168,168,1.0,336,Angola,CRUZ Filipe,2021-07-23 19:00:00,2021-07-24 04:00:00
CARLSBOGARD Jonathan,Sweden,Handball,23.0,3.0,6.0,0.0,9.0,26.0,168,168,1.0,336,Sweden,SOLBERG Glenn,2021-07-23 21:50:00,2021-07-24 00:00:00
CARLSON Jenny,Sweden,Handball,23.0,3.0,6.0,0.0,9.0,26.0,168,168,1.0,336,Sweden,SOLBERG Glenn,2021-07-23 22:00:00,2021-07-23 23:50:00
CARNEGIE Sholto,Great Britain,Rowing,4.0,22.0,21.0,22.0,65.0,4.0,257,265,1.0311284046692606,522,,,2021-07-23 22:00:00,2021-07-24 00:50:00
CARO NARVAEZ Angelo,Peru,Skateboarding,,,,,,,40,40,1.0,80,,,2021-07-23 22:15:00,2021-07-24 01:25:00
CAROSONE Emily,Italy,Baseball/Softball,10.0,10.0,10.0,20.0,40.0,7.0,90,144,1.6,234,Italy,PIZZOLINI Federico,2021-07-23 22:15:00,2021-07-24 01:45:00
CAROU Gonzalo Matias,Argentina,Handball,72.0,0.0,1.0,2.0,3.0,60.0,168,168,1.0,336,Argentina,CADENAS MONTANES Manuel,2021-07-23 22:15:00,2021-07-24 01:15:00
CARPENTER Ellie,Australia,Football,6.0,17.0,7.0,22.0,46.0,6.0,264,344,1.303030303030303,608,Australia,GUSTAVSSON Tony,2021-07-23 22:20:00,2021-07-24 02:10:00
CARPREAUX Marjorie,Belgium,Basketball,29.0,3.0,1.0,3.0,7.0,33.0,144,144,1.0,288,Belgium,STAS Jacques,2021-07-23 22:30:00,2021-07-24 01:00:00
CARRANZA SAROLI Cecilia,Argentina,Sailing,72.0,0.0,1.0,2.0,3.0,60.0,175,175,1.0,350,,,2021-07-23 23:00:00,2021-07-24 01:50:00
CARRARO Martina,Italy,Swimming,10.0,10.0,10.0,20.0,40.0,7.0,361,418,1.1578947368421053,779,Italy,,2021-07-24 00:30:00,2021-07-24 05:30:00
CARRASCO ANGULO Jose Manuel,Venezuela,Volleyball,46.0,1.0,3.0,0.0,4.0,47.0,144,144,1.0,288,Venezuela,VILLEGAS Orlando,2021-07-24 01:00:00,2021-07-24 04:30:00
CARRERA QUINTANA Raquel,Spain,Basketball,22.0,3.0,8.0,6.0,17.0,17.0,144,144,1.0,288,Spain,ZAMORA PEDREIRA Javier,2021-07-24 01:00:00,2021-07-24 06:15:00
CARRIER Marina,Australia,Modern Pentathlon,6.0,17.0,7.0,22.0,46.0,6.0,36,36,1.0,72,,,2021-07-24 01:00:00,2021-07-24 06:00:00
CARRILLO Duilio,Mexico,Modern Pentathlon,84.0,0.0,0.0,4.0,4.0,47.0,36,36,1.0,72,,,2021-07-24 01:00:00,2021-07-24 03:40:00
CARRILLO Marko,Peru,Shooting,,,,,,,178,178,1.0,356,,,2021-07-24 01:30:00,2021-07-24 03:30:00
CARRILLO Yeseida,Colombia,Athletics,66.0,0.0,4.0,1.0,5.0,42.0,969,1072,1.106295149638803,2041,Colombia,,2021-07-24 01:30:00,2021-07-24 06:30:00
CARRINGTON Lisa,New Zealand,Canoe Sprint,13.0,7.0,6.0,7.0,20.0,13.0,123,126,1.024390243902439,249,,,2021-07-24 02:00:00,2021-07-24 06:00:00
CARRO Fernando,Spain,Athletics,22.0,3.0,8.0,6.0,17.0,17.0,969,1072,1.106295149638803,2041,Spain,,2021-07-24 02:00:00,2021-07-24 06:25:00
CARROLL Naomi,Ireland,Hockey,39.0,2.0,0.0,2.0,4.0,47.0,192,192,1.0,384,Ireland,GRAINGER Adam,2021-07-24 02:20:00,2021-07-24 05:10:00
CARSTENSEN Sebastian Fini,Denmark,Cycling Mountain Bike,25.0,3.0,4.0,4.0,11.0,23.0,38,38,1.0,76,,,2021-07-24 02:30:00,2021-07-24 06:15:00
CARTER Anthony,United States of America,Baseball/Softball,1.0,39.0,41.0,33.0,113.0,1.0,90,144,1.6,234,United States,WEINSTEIN Jerry,2021-07-24 03:00:00,2021-07-24 06:45:00
CARTER Chris,United States of America,Athletics,1.0,39.0,41.0,33.0,113.0,1.0,969,1072,1.106295149638803,2041,United States,,2021-07-24 03:00:00,2021-07-24 05:30:00
CARTER Dylan,Trinidad and Tobago,Swimming,,,,,,,361,418,1.1578947368421053,779,,,2021-07-24 03:00:00,2021-07-24 06:40:00
CARUSO Bianca,Italy,Sailing,10.0,10.0,10.0,20.0,40.0,7.0,175,175,1.0,350,,,2021-07-24 03:30:00,2021-07-24 06:00:00
CARUSO Damiano,Italy,Cycling Road,10.0,10.0,10.0,20.0,40.0,7.0,70,131,1.8714285714285714,201,,,2021-07-24 03:30:00,2021-07-24 07:00:00
CARVALHO Lucas,Brazil,Athletics,12.0,7.0,6.0,8.0,21.0,12.0,969,1072,1.106295149638803,2041,Brazil,,2021-07-24 03:30:00,2021-07-24 06:30:00
CASAS Queralt,Spain,Basketball,22.0,3.0,8.0,6.0,17.0,17.0,144,144,1.0,288,Spain,ZAMORA PEDREIRA Javier,2021-07-24 03:40:00,2021-07-24 07:30:00
CASAS Triston,United States of America,Baseball/Softball,1.0,39.0,41.0,33.0,113.0,1.0,90,144,1.6,234,United States,WEINSTEIN Jerry,2021-07-24 04:00:00,2021-07-24 06:00:00
CASELLA SCHUTH Maico,Argentina,Hockey,72.0,0.0,1.0,2.0,3.0,60.0,192,192,1.0,384,Argentina,RETEGUI Carlos Jose,2021-07-24 04:00:00,2021-07-24 06:50:00
CASETTA Belen,Argentina,Athletics,72.0,0.0,1.0,2.0,3.0,60.0,969,1072,1.106295149638803,2041,,,2021-07-24 05:00:00,2021-07-24 06:50:00
CASEY Paul,Great Britain,Golf,4.0,22.0,21.0,22.0,65.0,4.0,60,60,1.0,120,,,2021-07-24 15:00:00,2021-07-25 00:20:00
CASHIN Amy,Australia,Athletics,6.0,17.0,7.0,22.0,46.0,6.0,969,1072,1.106295149638803,2041,Australia,,2021-07-24 17:00:00,2021-07-24 20:50:00
CASILLAS GARCIA Miriam,Spain,Triathlon,22.0,3.0,8.0,6.0,17.0,17.0,55,55,1.0,110,Spain,,2021-07-24 17:00:00,2021-07-25 00:20:00
CASLICK Charlotte,Australia,Rugby Sevens,6.0,17.0,7.0,22.0,46.0,6.0,146,151,1.0342465753424657,297,Australia,WALSH Tim,2021-07-24 17:00:00,2021-07-24 20:30:00
CASSANDRO Tammaro,Italy,Shooting,10.0,10.0,10.0,20.0,40.0,7.0,178,178,1.0,356,,,2021-07-24 17:00:00,2021-07-24 19:40:00
CASSARA Andrea,Italy,Fencing,10.0,10.0,10.0,20.0,40.0,7.0,107,108,1.0093457943925233,215,Italy,,2021-07-24 17:00:00,2021-07-25 00:00:00
